cnpj_basico,cnae_mais_frequente,cnae_descricao,n_estabelecimentos_encontrados,n_cnaes_distintos
03777995,4691500,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",1,1
07190108,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",4,3
05700665,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",3,2
04041754,3102100,Fabricação de móveis com predominância de metal,1,1
27816487,8411600,Administração pública em geral,4,1
60421161,1082100,Fabricação de produtos à base de café,8,2
07035044,0910600,Atividades de apoio à extração de petróleo e gás natural,8,3
42899187,4120400,Construção de edifícios,2,2
70227608,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",1,1
92080019,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",1,1
17275140,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
28816270,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",3,1
07098999,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
01475971,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",1,1
04760257,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",3,1
06912701,2229303,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",1,1
05972820,0724301,Extração de minério de metais preciosos,1,1
09548328,8422100,Defesa,2,1
11163092,4684299,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,1,1
11763704,4399104,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,2,1
03484293,2869100,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",5,3
29322070,5223100,Estacionamento de veículos,3,2
06319722,3811400,Coleta de resíduos não-perigosos,14,2
18988028,4669901,Comércio atacadista de bombas e compressores; partes e peças,1,1
01853408,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",5,1
13111527,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",2,1
15385199,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",5,1
30540330,2330399,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",4,4
10227685,7112000,Serviços de engenharia,11,2
41499197,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
54371038,7739001,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",1,1
15771520,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",3,1
58840147,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",2,1
02084734,1081302,Torrefação e moagem de café,2,2
52867298,4744001,Comércio varejista de ferragens e ferramentas,7,4
04887625,5231102,Atividades do Operador Portuário,5,2
04894085,1113502,Fabricação de cervejas e chopes,3,1
82837329,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",4,2
92812429,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
62859657,2021500,Fabricação de produtos petroquímicos básicos,2,2
23433246,4211101,Construção de rodovias e ferrovias,2,1
00000015,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,1,1
05124161,2813500,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",1,1
07323439,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,3,2
00078790,8411600,Administração pública em geral,3,2
01944031,4684201,Comércio atacadista de resinas e elastômeros,3,2
09247343,8211300,Serviços combinados de escritório e apoio administrativo,2,2
10458377,0139305,Cultivo de dendê,4,3
19560032,3511501,Geração de energia elétrica,2,1
18087315,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",2,2
07605563,0729404,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente",8,3
21613363,2330305,Preparação de massa de concreto e argamassa para construção,4,2
22872903,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",3,1
20152466,2943300,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,2,1
13463913,1932200,"Fabricação de biocombustíveis, exceto álcool",6,3
21308808,4744001,Comércio varejista de ferragens e ferramentas,1,1
27688182,6810201,Compra e venda de imóveis próprios,2,2
08295837,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",3,1
31906858,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
26589128,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",7,1
33118090,4520007,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",1,1
35564539,2330305,Preparação de massa de concreto e argamassa para construção,1,1
43713923,3511501,Geração de energia elétrica,1,1
04507739,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",8,2
18826614,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
50180042,4212000,Construção de obras de arte especiais,1,1
11085742,5211799,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",9,4
10403238,3250705,Fabricação de materiais para medicina e odontologia,4,2
09554482,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",2,1
57268706,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
37480915,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",2,1
05311552,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
04781143,3511501,Geração de energia elétrica,5,1
05872541,0810004,Extração de calcário e dolomita e beneficiamento associado,5,2
17281346,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",3,2
00959825,0810004,Extração de calcário e dolomita e beneficiamento associado,1,1
36337012,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,2
07046041,2229301,Fabricação de artefatos de material plástico para uso pessoal e doméstico,3,2
49035678,2945000,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",1,1
07792269,4120400,Construção de edifícios,3,2
07898948,4299599,Outras obras de engenharia civil não especificadas anteriormente,5,2
96428784,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,2,2
46001459,4399105,Perfuração e construção de poços de água,1,1
10929764,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",3,1
11260994,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
10529896,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",4,2
15066212,4221902,Construção de estações e redes de distribuição de energia elétrica,3,2
10267349,3511501,Geração de energia elétrica,2,2
01472377,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",3,2
22881417,0600001,Extração de petróleo e gás natural,3,2
30232632,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",1,1
36252373,7319002,Promoção de vendas,1,1
27874855,3511501,Geração de energia elétrica,1,1
06338525,0810004,Extração de calcário e dolomita e beneficiamento associado,3,2
43817093,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
40587565,4669999,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,2,1
24231808,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",2,1
00002039,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,1,1
04041804,3511501,Geração de energia elétrica,3,1
04833448,5510801,Hotéis,2,1
81082091,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
61184701,4687701,Comércio atacadista de resíduos de papel e papelão,2,1
14038210,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
07598658,4635402,"Comércio atacadista de cerveja, chope e refrigerante",2,2
07179823,2392300,Fabricação de cal e gesso,3,3
08657988,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
14359778,4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",1,1
14976693,6810201,Compra e venda de imóveis próprios,1,1
16505412,2229399,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,1,1
09047818,4930203,Transporte rodoviário de produtos perigosos,1,1
23712147,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
26986376,3511501,Geração de energia elétrica,2,1
33146732,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",2,2
34732379,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
40108957,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",3,2
46149768,4120400,Construção de edifícios,2,1
49273120,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,1,1
19183318,4313400,Obras de terraplenagem,3,1
00000627,9491000,Atividades de organizações religiosas ou filosóficas,1,1
00026836,4744001,Comércio varejista de ferragens e ferramentas,1,1
03435212,1012101,Abate de aves,1,1
97442123,5250804,Organização logística do transporte de carga,2,2
05593344,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
03463809,0151201,Criação de bovinos para corte,4,4
41808775,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
07295811,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
